nconst	primaryName	birthYear	deathYear	primaryProfession	knownForTitles
nm0002400	Suresh Jindal	1942	\N	producer,director,actor	tt0083987,tt0085776,tt0076696,tt0072064
nm0002401	David Max Steinberg	1958	\N	cinematographer,producer,director	tt0122106,tt9459336,tt0096074,tt0108136
nm0002402	Mark Allen	\N	\N	visual_effects,editorial_department,director	tt0937403,tt3956230,tt0280665,tt0194773
nm0002403	Todd Baker	\N	\N	producer,miscellaneous,casting_department	tt8134184,tt5827228,tt0775407,tt0474499
nm0002404	Richard J. Gonzales Jr.	\N	\N	miscellaneous,camera_department,editor	tt0417750,tt0102185,tt0098600,tt0249347
nm0002405	Scott Harris	\N	\N	assistant_director,miscellaneous,producer	tt0096874,tt0106918,tt0114369,tt0112641
nm0002406	Harry Jay Knowles	1971	\N	actor,producer,writer	tt0133751,tt1707821,tt0306846,tt7171224
nm0002407	Jason D. Scott	\N	\N	miscellaneous	tt0119910
nm0002408	Todd R. Baker	\N	\N	producer	tt0119196,tt0112757,tt0111667,tt0109068
nm0002409	Paul Blomdahl	1976	\N	visual_effects,producer,director	tt0392690,tt0386620
nm0002410	Jerome Borenstein	1967	\N	assistant_director,actor,miscellaneous	tt4532826,tt0298814,tt0408306,tt0293564
nm0002411	Mani Kaul	1944	2011	director,writer,actor	tt0066787,tt0066514,tt0207626,tt0070009
nm0002412	Michael Fallavollita	\N	\N	editor,producer,editorial_department	tt3358964,tt0107290,tt0120647,tt0380008
nm0002413	David Jackson	\N	\N	director,writer,producer	tt0088513,tt0115277,tt0086759,tt0349358
nm0002414	Paul Chihara	1938	\N	composer,music_department,soundtrack	tt0149439,tt0368222,tt0072856,tt0165042
nm0002415	Colin Hoult	\N	\N	camera_department,cinematographer	tt3007572,tt8388390,tt2654620,tt5171438
nm0002416	John O'Hagan	1968	\N	cinematographer,director,miscellaneous	tt0207474,tt0120529,tt0109504,tt0102687
nm0002417	Daniel Pyne	\N	\N	writer,producer,director	tt0164184,tt0488120,tt0368008,tt0118150
nm0002418	Colin Brunton	1955	\N	producer,assistant_director,production_manager	tt0123755,tt0248845,tt11921588,tt3526078
nm0002419	Jay Sedrish	\N	\N	production_manager,producer,miscellaneous	tt0234215,tt0338337,tt0115956,tt1904996
nm0002420	Barry Stone	1945	\N	cinematographer,camera_department,producer	tt1573207,tt1198396,tt0114305,tt0107779
nm0002421	Robert McDonaugh	\N	\N	director,producer	tt0207420,tt0207770,tt0207799,tt0207403
nm0002422	Andy Pavord	1962	\N	location_management,production_manager,miscellaneous	tt0429715,tt0120902,tt0119347,tt0248126
nm0002423	Eric Van Haren Noman	1943	\N	cinematographer,camera_department	tt0082418,tt0083972,tt0073341,tt0083284
nm0002424	Linda Lowy	\N	\N	casting_director,casting_department,miscellaneous	tt1440129,tt0758745,tt0143145,tt0413573
nm0002425	Stephanie Carroll	\N	\N	production_designer,set_decorator,art_department	tt0489010,tt0265343,tt0113677,tt4341582
nm0002426	Anthony Bennett	\N	\N	producer	tt0118780,tt0107432,tt0113650,tt0155944
nm0002427	Rob Merilees	\N	\N	producer,miscellaneous,assistant_director	tt2443340,tt0489664,tt0337721,tt0433400
nm0002428	Nick Davis	\N	\N	visual_effects,assistant_director,writer	tt0468569,tt0241527,tt0332452,tt1631867
nm0002429	Lloyd A. Silverman	\N	\N	producer,writer,actor	tt0207745,tt0120834,tt2002631,tt0143874
nm0002430	Keith Ogier	\N	\N	camera_department,cinematographer,miscellaneous	tt0278435,tt0300556,tt0171363,tt0405336
nm0002431	Nicholas Tabarrok	\N	\N	producer,writer,actor	tt1303828,tt1799834,tt4470266,tt0814131
nm0002432	John Grant	1960	\N	location_management	tt0115683,tt0268995,tt0107254,tt0114194
nm0002433	Scott Smith	\N	\N	director,producer,miscellaneous	tt1755893,tt0169190,tt4254242,tt1558182
nm0002434	Cam Cronin	1972	\N	actor	tt0385961,tt0309593,tt0118480,tt0106179
nm0002435	Volkan Gücer	1964	\N	composer,music_department,director	tt0448352,tt14584450,tt3516438,tt0106260
nm0002436	Shannon Elizabeth	1973	\N	actress,producer,director	tt0175142,tt0314331,tt0163651,tt6521876
nm0002437	Michael Kevin Walker	\N	\N	actor,writer,producer	tt0195582,tt0117894,tt1156394,tt0410626
nm0002438	Burnie Burns	1973	\N	producer,actor,writer	tt3066242,tt0401747,tt5707408,tt3864024
nm0002439	Guy Camara	1964	\N	producer,actor,writer	tt1059897,tt2338283,tt0119361,tt2328797
nm0002440	Kathy Orloff	1946	\N	miscellaneous,editorial_department	tt0117060,tt0356618,tt0081283,tt0119978
nm0002441	Alan L. Nineberg	1942	2002	sound_department	tt0133152,tt0088763,tt0093894,tt0086960
nm0002442	Fredrik Klasson	\N	\N	director,actor,cinematographer	tt0140295,tt0145830,tt0157584,tt0135042
nm0002443	Franz Hohler	1943	\N	writer,actor,director	tt11329008,tt0107338,tt0206702,tt0136795
nm0002444	Frederick Long	1948	2004	actor,writer,casting_department	tt0089835,tt0098944,tt0080354,tt0284225
nm0002445	Bob Shayne	1941	\N	writer,producer,miscellaneous	tt0081930,tt0093850,tt0085110,tt0108219
nm0002446	Ella Kutschera	\N	\N	assistant_director,miscellaneous	tt0216216,tt0338337,tt0290334,tt0111438
nm0002447	Ian D. Tootle	1954	\N	producer,production_manager,miscellaneous	tt0238793,tt2582590,tt0313056,tt1464668
nm0002448	Stephen McPherson	\N	\N	writer,miscellaneous,assistant_director	tt0115317,tt0094890,tt0085078,tt0078579
nm0002449	Martin Veselich	\N	\N	assistant_director,actor,producer	tt0329539,tt0133752,tt0228953,tt0272652
nm0002450	Wade S. Echer	\N	\N	camera_department,art_department,miscellaneous	tt0183392,tt0207212,tt0426740,tt0112519
nm0002451	Amy R. Baird	\N	\N	producer,miscellaneous	tt0160425,tt0208284,tt0208096,tt0332167
nm0002452	John Rutherford	\N	\N	sound_department,editor	tt0168596,tt0105977,tt0098898,tt0185102
nm0002453	Mary Prange	1947	2020	editorial_department,editor	tt0109761,tt0339789,tt0086734,tt0285331
nm0002454	Larry Lerner	1949	2020	assistant_director,producer,production_manager	tt2172103,tt6294706,tt4074374,tt1504319
nm0002455	Neil P. White	\N	\N	producer,executive	tt0166221,tt0214277,tt0130172,tt0213690
nm0002456	Melissa Lintinger	\N	\N	miscellaneous,producer	tt0273300,tt0243759,tt0112810,tt0208196
nm0002457	David Brady	\N	\N	producer,writer,director	tt1153114,tt0207258,tt0085622,tt2609544
nm0002458	Richard G. Owen	\N	\N	art_department,director,writer	tt0167215,tt0247290,tt0369918,tt0273650
nm0002459	T.C. Christensen	\N	\N	cinematographer,director,camera_department	tt0136523,tt1909270,tt0214723,tt0292996
nm0002460	Lucia Mendoza	\N	\N	actress	tt0115907,tt0107897
nm0002461	Mike Cheda	\N	\N	producer,writer,script_department	tt0163579,tt0079894,tt0076920,tt0105063
nm0002462	Matt Tundo	\N	\N	camera_department,cinematographer	tt0070438,tt0083739,tt0079894,tt0076092
nm0002463	Guillermo Fernández Groizard	1960	\N	director,producer,visual_effects	tt14011664,tt2732140,tt0791231,tt0231040
nm0002464	Karen F. McCarthy	\N	\N	producer,writer,production_manager	tt0476988,tt0832525,tt0111418,tt0274023
nm0002465	Tyler Tharpe	1968	\N	director,writer,actor	tt0103783,tt0889218,tt0151305,tt3323838
nm0002466	Ryan B. Smith	\N	\N	director,producer	tt0193254
nm0002467	James Bain	1954	2016	casting_director,casting_department	tt0101068,tt0086699,tt0179051,tt0098765
nm0002468	Knox White	1963	\N	sound_department,actor,miscellaneous	tt0119654,tt1815862,tt0096754,tt0120611
nm0002469	Amy Chance	\N	\N	miscellaneous,production_manager,transportation_department	tt6128300,tt10857160,tt1405406,tt9140554
nm0002470	M. David Mullen	1962	\N	cinematographer,camera_department,art_department	tt0162830,tt5788792,tt3908142,tt1131734
nm0002471	Jeanne Slater	\N	\N	editor,editorial_department,production_manager	tt2529866,tt2649680,tt8338494,tt0422134
nm0002472	Scott Shiffman	\N	\N	producer,miscellaneous,director	tt0313043,tt0103893,tt0119675,tt0208874
nm0002473	Ellen Rutter	1959	\N	production_manager,producer,assistant_director	tt0491601,tt0379725,tt2230358,tt4820370
nm0002474	Charley Scalies	\N	\N	actor	tt0306414,tt0114746,tt0112712,tt0165859
nm0002475	Barry Dignam	1971	\N	director,producer,writer	tt0191492,tt0272034,tt0211427,tt0208920
nm0002476	Jeff Campbell	1962	\N	visual_effects,art_department,executive	tt1098327,tt2304933,tt0822847,tt1312171
nm0002477	Todd Toon	1964	\N	sound_department,actor	tt9243946,tt0187078,tt5116302,tt1663202
nm0002478	Ernst Gossner	\N	\N	director,writer,actor	tt4474270,tt0478273,tt2014295,tt0208969
nm0002479	Steven J. Brandman	\N	\N	producer,production_manager,assistant_director	tt0329390,tt0218127,tt0115458,tt0119501
nm0002480	Carmen Cuba	\N	\N	casting_director,casting_department,producer	tt1915581,tt3659388,tt4574334,tt8466564
nm0002481	Jim Greenhorn	\N	\N	sound_department	tt1334260,tt1590193,tt1478964,tt0117631
nm0002482	Irene Kassow	\N	\N	editorial_department,visual_effects	tt0279493,tt0352248,tt0947798,tt0363988
nm0002483	Daniel Fazel	\N	\N	visual_effects	tt1046173,tt0319262,tt7638348,tt0343818
nm0002484	David Glanzer	\N	\N	casting_director,casting_department,actor	tt1047445,tt0099587,tt0372283,tt1470846
nm0002485	William Preston Robertson	\N	\N	actor,miscellaneous,writer	tt0116282,tt0092991,tt0118715,tt0101410
nm0002486	Stephen Barden	1970	\N	sound_department,music_department,producer	tt1921064,tt0452608,tt0414993,tt1538403
nm0002487	Jackson Rose	1886	1956	cinematographer,camera_department	tt0021491,tt0020684,tt0039212,tt0018639
nm0002488	Ellen Freyer	\N	\N	producer,production_manager	tt0128648,tt0094500,tt0099327,tt0111698
nm0002489	Karl Anton	1898	1979	director,writer,producer	tt0021169,tt0033878,tt0036541,tt0038835
nm0002490	Bob Marley	1945	1981	soundtrack,music_department,composer	tt0770752,tt0114558,tt0480249,tt0115857
nm0002491	Michael A. Martinez	1980	\N	visual_effects,camera_department,cinematographer	tt6806448,tt0252060,tt8851668,tt0362502
nm0002492	John Bowker	\N	\N	actor,writer,director	tt0208921,tt0375160,tt0220451,tt1199558
nm0002493	Simon Bowles	\N	\N	production_designer,art_director,art_department	tt0435625,tt1477855,tt2404181,tt6921996
nm0002494	Michael Cedar	1956	\N	producer,production_manager,assistant_director	tt0892535,tt0128445,tt4016454,tt1591493
nm0002495	Paul Eppleston	\N	\N	producer,editorial_department,art_department	tt0131327,tt0255189,tt0481512,tt5769154
nm0002496	Christoph Kanter	\N	\N	production_designer,art_department	tt1149362,tt0119167,tt0093428,tt0387898
nm0002497	Jeffrey Kushon	1963	\N	set_decorator,art_department,art_director	tt0419946,tt6806448,tt0116830,tt0187738
nm0002498	Matthew L. Weiss	\N	\N	editor,actor,cinematographer	tt9601220,tt4840804,tt0428649,tt11394186
nm0002499	John Lvoff	1954	\N	assistant_director,director,writer	tt0250427,tt0106618,tt0384389,tt0098245
nm0002500	Tom McArdle	\N	\N	editor,actor,editorial_department	tt1606392,tt1895587,tt5301662,tt6820324
nm0002501	Dan Schlaack	\N	\N	miscellaneous,production_manager	tt0196723,tt0195944,tt0175593,tt0151582
nm0002502	Yvann Thibaudeau	1973	\N	editor,actor,editorial_department	tt1048147,tt1486834,tt8264546,tt1656177
nm0002503	Harry Carey	1878	1947	actor,writer,producer	tt0040724,tt0032247,tt0022495,tt0031679
nm0002504	Herbert Beerbohm Tree	1852	1917	actor,director,writer	tt1986989,tt0001658,tt0000247,tt0004728
nm0002505	Michael Horowitz	\N	\N	producer,writer,director	tt0810788,tt0455275,tt0245503,tt4396630
nm0002506	Jessica Landaw	\N	\N	director,editor,editorial_department	tt1554369,tt0189168,tt0113820,tt0117429
nm0002507	Timothy Bird	\N	\N	assistant_director,producer,location_management	tt9071322,tt10962368,tt1219289,tt1176740
nm0002508	John Hays	\N	\N	sound_department,editor,director	tt1276104,tt1214962,tt0356910,tt0331811
nm0002509	Ramesh Iyer	1974	\N	director,writer,miscellaneous	tt0203325,tt0203957,tt0120118,tt0153098
nm0002510	David Avallone	1965	\N	director,producer,writer	tt3163414,tt4513850,tt2112164,tt2364947
nm0002511	Scott Schneid	\N	\N	writer,producer,director	tt0098089,tt0088117,tt0961721,tt0101188
nm0002512	Deborah Peart	\N	\N	editor,production_manager,editorial_department	tt1082881,tt7298596,tt3914672,tt9318588
nm0002513	Stephen Kearney	\N	\N	sound_department,editorial_department	tt0114508,tt0162222,tt0137363,tt0088247
nm0002514	Michael Marino	\N	\N	make_up_department,actor,miscellaneous	tt6802400,tt0947798,tt0480249,tt8695030
nm0002515	Sabine El Gemayel	\N	\N	editor,editorial_department,director	tt7725384,tt6264018,tt0113394,tt1291643
nm0002516	Jill H. Greenlief	1968	\N	miscellaneous,production_manager	tt0117433,tt1740299,tt0412175,tt0109686
nm0002517	Lee Purcell	1947	\N	actress,producer,sound_department	tt0086525,tt0077235,tt5321174,tt3500724
nm0002518	Ryan Koch	1981	\N	actor,writer,producer	tt10551078,tt0209779,tt6047118,tt0058796
nm0002519	Kate Eales	1975	\N	editorial_department,sound_department,editor	tt0368008,tt0286106,tt0138304,tt0227445
nm0002520	Jeff Mazzola	\N	\N	art_department,producer,actor	tt1656190,tt0118954,tt2937898,tt0094737
nm0002521	Markus Ziegler	1963	\N	camera_department,cinematographer	tt0257256,tt0806910,tt0379713,tt0099511
nm0002522	Jonathan Buss	1972	\N	producer,director,camera_department	tt3268200,tt3895884,tt0480244,tt13653972
nm0002523	Nathalie Gonthier	\N	\N	visual_effects,special_effects,animation_department	tt1631867,tt0480249,tt0145487,tt1877832
nm0002524	Kurt Kaya	\N	\N	producer,art_department,camera_department	tt0116126,tt0141529,tt0109234,tt0102676
nm0002525	Kevin Marcy	\N	\N	miscellaneous,producer,actor	tt0095705,tt0092925,tt0106598,tt0306047
nm0002526	Robert Zappia	\N	\N	miscellaneous,writer,producer	tt0120694,tt9271672,tt0386907,tt1116184
nm0002527	Dane Peterson	\N	\N	camera_department,cinematographer	tt5034266,tt0114660,tt0321442,tt0119891
nm0002528	Thomas A. Ohanian	1960	\N	editor,editorial_department,production_manager	tt0110797,tt0117421,tt0118869,tt0135815
nm0002529	Brian A. Kates	1972	\N	editor,editorial_department,miscellaneous	tt0361127,tt1764234,tt1311071,tt1216491
nm0002530	Kelly Wagner	1972	\N	casting_director,producer,actress	tt1187064,tt0411951,tt1646980,tt0343818
nm0002531	Pascal Maeder	1965	\N	producer,director,writer	tt0200483,tt0344337,tt0210183,tt0481398
nm0002532	Nick O'Hagan	\N	\N	producer,miscellaneous,production_manager	tt2235759,tt0462335,tt14022350,tt5563334
nm0002533	Judy Dennis	\N	\N	casting_department,casting_director,director	tt0118421,tt0090350,tt0084707,tt0210220
nm0002534	Alex Erkiletian	1974	\N	producer,director,writer	tt0178047,tt0163894,tt0367854,tt0210223
nm0002535	Jasper Randall	1974	\N	music_department,composer,soundtrack	tt9777666,tt4073790,tt0437086,tt1318514
nm0002536	Emmy Rossum	1986	\N	actress,soundtrack,producer	tt0293508,tt0319262,tt0327056,tt1586680
nm0002537	Miles Davis	1926	1991	soundtrack,music_department,composer	tt0443706,tt0105435,tt6306064,tt0107206
nm0002538	David Mercy	\N	\N	director,actor,writer	tt0110970
nm0002539	Roderic Kavanagh	\N	\N	miscellaneous,script_department	tt0775374,tt0262985,tt0118249,tt0105982
nm0002540	John Jabaley	1969	\N	actor,location_management,production_manager	tt0360009,tt1235522,tt3315342,tt0758758
nm0002541	Terry Morse Jr.	1931	\N	assistant_director,producer,production_manager	tt0114746,tt0108308,tt0061811,tt0103060
nm0002542	Terry O. Morse	1906	1984	editor,director,editorial_department	tt0197521,tt0037711,tt0032113,tt0044167
nm0002543	Gershon Ginsburg	\N	\N	production_designer,art_director,art_department	tt0134273,tt0111756,tt0257076,tt0096754
nm0002544	Michael Armstrong	1953	\N	director,writer,script_department	tt0212740,tt0213255,tt0213263,tt0206580
nm0002545	Preston Sturges	1898	1959	writer,director,producer	tt0032554,tt0034240,tt0036891,tt0037077
nm0002546	Mena Suvari	1979	\N	actress,soundtrack,producer	tt0169547,tt0163651,tt0385700,tt0217630
nm0002547	Mark Bedrosian	\N	\N	camera_department,cinematographer,director	tt6958814,tt1545520,tt3738134,tt1513199
nm0002548	Ruby Yang	\N	\N	editor,producer,director	tt0859595,tt1744887,tt5514242,tt3804012
nm0002549	Marcelo Itzkoff	\N	\N	producer	tt0204741,tt0108291,tt0211311,tt0210809
nm0002550	Laura Julian	\N	\N	producer,production_manager,miscellaneous	tt0127536,tt0089370,tt1734493,tt0837106
nm0002551	Bill Davis	1951	\N	art_department,miscellaneous,special_effects	tt0333766,tt0362120,tt0109402,tt0387564
nm0002552	Trip Brock	\N	\N	sound_department,music_department,executive	tt3758814,tt0206314,tt0120784,tt0844479
nm0002553	Alexis Magagni-Seely	\N	\N	producer,miscellaneous,production_manager	tt0109765,tt0160434,tt0338543,tt0179116
nm0002554	Claudette Nevins	1937	2020	actress,soundtrack	tt0120844,tt0102945,tt0090213,tt0112022
nm0002555	Konstantin Seitz	\N	\N	producer,miscellaneous,actor	tt2085752,tt5916734,tt0806910,tt1235537
nm0002556	Billy Maddox	1961	\N	actor	tt0119996,tt0112173,tt0272036,tt0303017
nm0002557	Vanja Cernjul	1968	\N	cinematographer,camera_department,assistant_director	tt3104988,tt2189461,tt4406178,tt4998350
nm0002558	Ken Brooker	1973	\N	location_management,production_manager,miscellaneous	tt0403508,tt0270980,tt0352113,tt0289879
nm0002559	Peter De Kock	1967	\N	camera_department,cinematographer,director	tt0177908,tt0101125,tt0102254,tt0210725
nm0002560	Adam Nordén	1971	\N	composer,music_department,soundtrack	tt0448267,tt0907683,tt2429292,tt5603140
nm0002561	Richard Candib	\N	\N	editor,editorial_department,sound_department	tt0091209,tt0085794,tt0103893,tt0078788
nm0002562	Maciek Wszelaki	\N	\N	director,cinematographer,editorial_department	tt0353985,tt0151384,tt0210878,tt0289470
nm0002563	Robert L. Sephton	\N	\N	sound_department	tt0210945,tt0120591,tt0213149,tt2140379
nm0002564	Marc Stekelenburg	\N	\N	producer,production_manager	tt0127023,tt4861072,tt0210884,tt0193151
nm0002565	Laine Megaw	\N	\N	actress	tt0388154,tt0986233,tt0122738,tt0127516
nm0002566	Caleb Womble	\N	\N	producer,miscellaneous,production_manager	tt1285309,tt0120238,tt1520211,tt1748227
nm0002567	Patricia Kruijer	\N	\N	producer,art_department	tt0151396,tt0208911,tt0331525,tt0177089
nm0002568	Robert De Grasse	1900	1971	cinematographer,camera_department,miscellaneous	tt0028481,tt0030944,tt0035308,tt0045410
nm0002569	Carl Koch	1892	1963	writer,miscellaneous,cinematographer	tt0033177,tt0031885,tt0028950,tt0127284
nm0002570	Melissa Reneé Martin	1979	\N	actress	tt0098790,tt0100419,tt0265787,tt0412253
nm0002571	Melissa Martin	1955	2008	actress,casting_director	tt0094963,tt0106644,tt0104070,tt0112867
nm0002572	Christopher Alender	1977	\N	director,producer,miscellaneous	tt12829958,tt2072092,tt10857210,tt4267492
nm0002573	Bill Corcoran	\N	\N	director,assistant_director,producer	tt0092484,tt0115763,tt0112787,tt0078872
nm0002574	Gerard DiNardi	\N	\N	assistant_director,producer,production_manager	tt0130623,tt5052448,tt2184339,tt1922777
nm0002575	Sergio Ercolessi	1960	\N	assistant_director,actor,producer	tt5056196,tt1697064,tt0335345,tt7599942
nm0002576	Walter Fasano	1970	\N	editor,director,assistant_director	tt1034415,tt10686204,tt2056771,tt5726616
nm0002577	Dave Halls	\N	\N	assistant_director,actor,director	tt0281322,tt0234215,tt0116282,tt5657856
nm0002578	Thomas J. Mack	\N	2021	assistant_director,producer,camera_department	tt0106977,tt0098273,tt0120749,tt0149261
nm0002579	MaryAnne McAlpin-Giraldo	\N	\N	costume_department,costume_designer	tt0199744,tt0116313,tt0119951,tt0119780
nm0002580	Eric A. Pot	1969	\N	assistant_director,director,miscellaneous	tt0322330,tt1378167,tt1075747,tt0417148
nm0002581	Nanci Roberts	1950	\N	production_designer,art_director,actress	tt2962876,tt1397280,tt0936501,tt2446042
nm0002582	Christopher Rouse	1958	\N	editor,editorial_department,producer	tt0317740,tt0475276,tt1535109,tt0440963
nm0002583	Michael Sauerteig	\N	\N	production_manager,assistant_director,producer	tt0780514,tt8270494,tt0318627,tt0109153
nm0002584	Amanda Slater	\N	\N	producer,production_manager,assistant_director	tt0247425,tt0139134,tt7491982,tt0211933
nm0002585	Stephen White	\N	\N	writer,soundtrack,composer	tt0144701,tt3671840,tt0120598,tt0202675
nm0002586	Chitra F. Mojtabai	1961	\N	assistant_director,miscellaneous,actress	tt0120768,tt0120746,tt0120461,tt0106697
nm0002587	Jeffery J. Tufano	1955	\N	camera_department,miscellaneous,cinematographer	tt2103281,tt0120458,tt1133985,tt1483013
nm0002588	Glenn Saxson	1942	\N	actor,producer	tt0061582,tt0188483,tt0060608,tt0061952
nm0002589	George Larkin	\N	\N	producer,director,writer	tt1693894,tt1687914,tt1385645,tt4043308
nm0002590	Harry Grey	1905	1963	producer,music_department,soundtrack	tt0039258,tt0040756,tt0029112,tt0029373
nm0002591	Carl Drews	1894	1983	cinematographer,camera_department,actor	tt0441298,tt0438051,tt0252810,tt0025386
nm0002592	David Fickas	\N	\N	producer,director,editor	tt0810788,tt9046022,tt0925435
nm0002593	Rick Johnson	1961	\N	actor,director,stunts	tt0146838,tt0404203,tt0213205,tt0116695
nm0002594	Dylan Taylor	\N	\N	actor	tt0112104,tt0109783,tt4121264,tt3732206
nm0002595	Renato Lori	1955	\N	production_designer,art_department,set_decorator	tt0099674,tt0087909,tt0385216,tt0093677
nm0002596	Tony Rycyk	\N	\N	art_department,actor	tt0191996,tt0192126,tt0280788,tt0172495
nm0002597	Sreedevi Mina	1977	\N	actress,director,camera_department	tt0181796,tt11272560,tt13922958,tt10404176
nm0002598	Robert Benedetti	1939	\N	actor,producer,writer	tt0095088,tt0179940,tt0115820,tt0119679
nm0002599	Ricki Maslar	\N	\N	casting_director,casting_department,producer	tt14349032,tt3396114,tt0285728,tt5841344
nm0002600	Christopher Crane	1968	\N	actor,executive	tt0840406,tt0162766,tt0211296
nm0002601	Gary S. Lipsky	\N	\N	producer,director,writer	tt0138474,tt0351234,tt0211323
nm0002602	Armin Hofmann	\N	\N	producer,writer,director	tt0454898,tt1291131,tt0119286,tt2972766
nm0002603	Ian B. Wile	1971	\N	editorial_department,production_manager,editor	tt1034072,tt1037090,tt0460721,tt0261983
nm0002604	Robert Blanche	1962	2020	actor,writer,producer	tt0259153,tt0469641,tt5891062,tt0203019
nm0002605	Michael A. Levine	1964	\N	composer,music_department,soundtrack	tt0368479,tt2362866,tt3569570,tt5615700
nm0002606	David Price	1961	\N	director,actor,producer	tt0106557,tt0083929,tt0107387,tt0112895
nm0002607	Nico Lypitkas	1974	\N	director,actor,assistant_director	tt0396958,tt0205469,tt0284433,tt0211474
nm0002608	Barbara Factorovich	\N	\N	production_manager,location_management,miscellaneous	tt0211347,tt0283897,tt0219449,tt0120275
nm0002609	Su Whitaker	1963	\N	art_director,art_department,visual_effects	tt2771200,tt1345836,tt0372784,tt0146316
nm0002610	Chris Chomyn	\N	\N	camera_department,cinematographer,miscellaneous	tt0196708,tt0281686,tt10946934,tt4547948
nm0002611	Claus Drexel	1968	\N	director,writer,cinematographer	tt11018044,tt2914068,tt0211505,tt1068676
nm0002612	Lisa Skinstad	1973	\N	miscellaneous,producer,production_manager	tt0281479,tt0120856,tt0231144,tt0281456
nm0002613	Talmage Watson	\N	\N	visual_effects	tt0371746,tt0120201,tt1825683,tt1440129
nm0002614	Peter Levy	\N	\N	cinematographer,camera_department,miscellaneous	tt0352520,tt0115759,tt0100403,tt0120738
nm0002615	Siegmund Lubin	1851	1923	producer,director,actor	tt0238498,tt0780034,tt0287024,tt0000472
nm0002616	Anita Loos	1888	1981	writer,producer,actress	tt0010762,tt0010185,tt0013540,tt0045810
nm0002617	Matthew Hintlian	\N	\N	producer,production_manager,assistant_director	tt0083470,tt0106850,tt0090062,tt0104981
nm0002618	Andrew Loschin	1971	\N	visual_effects,editorial_department	tt11286314,tt6911608,tt1104001,tt1204342
nm0002619	Ernest H. Roth	\N	\N	production_designer	tt0116839,tt0192722,tt0303648
nm0002620	Dorian Ramírez	\N	\N	director,actor,writer	tt0119966
nm0002621	Tucker Dansie	1978	\N	editorial_department,director,writer	tt0179739,tt0196133,tt14933338,tt0195892
nm0002622	Paul Maslak	\N	\N	producer,stunts,writer	tt0187750,tt0107937,tt0156711,tt0196223
nm0002623	Donald D. Coleman	\N	\N	art_department,miscellaneous,special_effects	tt0108154,tt0109515,tt0117723,tt0120647
nm0002624	Dan Pemberton	\N	\N	art_department	tt0114898,tt0993840,tt0100802,tt0107290
nm0002625	Alison E. McBryde	1971	\N	casting_department,casting_director,producer	tt0399201,tt0120828,tt0120591,tt0113277
nm0002626	Lee Holdridge	1944	\N	music_department,composer,soundtrack	tt0244353,tt1727596,tt0088161,tt0098022
nm0002627	Monty Berman	1913	2006	producer,writer,cinematographer	tt0063893,tt1139293,tt0053961,tt0062551
nm0002628	Félix de Pomés	1889	1969	actor,director,writer	tt0037387,tt0033862,tt0211614,tt0043903
nm0002629	Craig Voigt	\N	\N	animation_department,art_director,production_designer	tt0129167,tt0117705,tt0181739,tt0095043
nm0002630	Jennifer Truelove	\N	\N	assistant_director,miscellaneous,producer	tt1385826,tt0316654,tt0407304,tt1228705
nm0002631	Patrick McIntire	\N	\N	producer,location_management,production_manager	tt0910936,tt2304933,tt0429493,tt2436386
nm0002632	Anthony E. Kountz	\N	\N	assistant_director,miscellaneous,art_department	tt2975578,tt0251075,tt0115734,tt0119488
nm0002633	Ken Rush	1968	\N	actor	tt0162065,tt0188830,tt0254617,tt0179344
nm0002634	Imogen Murphy	\N	\N	director,writer,assistant_director	tt7286848,tt4320944,tt5674872,tt10413648
nm0002635	Maurizio Argentieri	1964	\N	sound_department,actor	tt0237539,tt0399201,tt1608290,tt0892318
nm0002636	Heidi Grotsky	1969	\N	make_up_department,actress	tt0112867,tt0124901,tt0112906,tt0116367
nm0002637	Steven Warren Hill	1966	\N	actor,writer,camera_department	tt0164145,tt1733304,tt0808519,tt0156946
nm0002638	Robert F. Phillips	\N	\N	producer,production_manager,camera_department	tt0117523,tt0324864,tt0985699,tt2017109
nm0002639	Roger Slater	\N	\N	sound_department	tt1737680,tt1077744,tt0112586,tt10720914
nm0002640	Norman Orenstein	\N	\N	composer,soundtrack,music_department	tt0848557,tt0377713,tt0285492,tt3067274
nm0002641	Erik MacArthur	1976	\N	actor,director,writer	tt1591613,tt0212555,tt0120789
nm0002642	Warwick Young	1973	\N	actor,writer,producer	tt1418646,tt3469750,tt2973554,tt0348150
nm0002643	Robert A. Harris	\N	\N	miscellaneous,producer,production_manager	tt0056172,tt0047396,tt0099703,tt0052357
nm0002644	Brian Berdan	\N	\N	editor,editorial_department,soundtrack	tt0119229,tt0479884,tt0110632,tt5774060
nm0002645	Paolo Genovese	1966	\N	writer,director	tt0203584,tt7063210,tt4901306,tt1630637
nm0002646	Sheila Haley	\N	\N	production_designer,art_director,art_department	tt0094608,tt0978764,tt0111438,tt1540011
nm0002647	Barrie Hemsley	\N	\N	visual_effects,writer,director	tt0384766,tt3659388,tt0808151,tt0382625
nm0002648	Jeff Jenofsky	\N	\N	assistant_director,miscellaneous,production_manager	tt0246578,tt0146675,tt0208003,tt0169547
nm0002649	Yûki Masuda	1973	\N	actress,animation_department,miscellaneous	tt0397192,tt0396659,tt0290223,tt2160200
nm0002650	Dylan Pank	1971	\N	sound_department,writer,director	tt0213537,tt0214644,tt1293596,tt1301163
